"carrera","carrera_grupo","Carrera_normalizada"
"Magister en Psicologia y Salud","Psicologia","Psicologia"
"Magister en Psicooncologia","Psicologia","Psicologia"
"Magister en Psicopatologia","Psicologia","Psicologia"
"Magister en Psicopatologia Forense","Psicologia","Psicologia"
"Magister en Psicopatologia y Salud Mental","Psicologia","Psicologia"
"Magister en Psicoterapia Psicoanalitica","Psicologia","Psicologia"
"Magister en Psicoterapia Sistemica","Psicologia","Psicologia"
"Magister en Salud Mental Forense","Psicologia","Psicologia"
"Magister en Teoria Psicoanalitica Lacaniana","Psicologia","Psicologia"
"Magister en Vinculos, Familias y Diversidad Sociocultural","Psicologia","Psicologia"
"Psicologo","Psicologia","Psicologia"
"Psicologo especialista en Psicologia Clinica, Institucional y Comunitaria","Psicologia","Psicologia"
"Tecnico en Acompañamiento Terapeutico","Psicologia","Psicologia"
"Tecnico en Orientacion Psicologica","Psicologia","Psicologia"
"Tecnico en Prevencion de la Drogadependencia","Psicologia","Psicologia"
"Tecnico en Psicogerontologia","Psicologia","Psicologia"
"Tecnico Superíor en Consultoria Psicologica","Psicologia","Psicologia"
"Tecnico Universitarío en Acompañamiento Terapeutico","Psicologia","Psicologia"
"Tecnico Universitarío en Prevencion de la Drogadiccion - MD","Psicologia","Psicologia"
"Asistente Psicopedagogico","Psicologia","Psicopedagogia"
"Diplomado en Orientacion Psicopedagogica","Psicologia","Psicopedagogia"
"Diplomado Superíor en Pedagogia de las Diferencias (Titulo Propio) - MD","Psicologia","Psicopedagogia"
"Doctor en Psicopedagogia","Psicologia","Psicopedagogia"
"Especialista en Asesoramiento y Gestion Pedagogica","Psicologia","Psicopedagogia"
"Especialista en Didactica","Psicologia","Psicopedagogia"
"Especialista en el Uso de las Tecnologias de la Informacion y la Comunicacion en Educacion","Psicologia","Psicopedagogia"
"Especialista en Estudios Psicologicos de la Enseñanza y el Aprendizaje Escolar","Psicologia","Psicopedagogia"
"Especialista en Orientacion Vocacional y Educativa","Psicologia","Psicopedagogia"
"Especialista en Pedagogia de la Formacion","Psicologia","Psicopedagogia"
"Especialista en Pedagogias para la Igualdad en Contextos Socioeducativos Diversos","Psicologia","Psicopedagogia"
"Especialista en Psicopedagogia","Psicologia","Psicopedagogia"
"Especialista en Psicopedagogia Clinica","Psicologia","Psicopedagogia"
"Especialista en Psicopedagogia Escolar","Psicologia","Psicopedagogia"
"Licenciado en Pedagogia - Ciclo de Licenciatura","Psicologia","Psicopedagogia"
"Licenciado en Psicopedagogia","Psicologia","Psicopedagogia"
"Licenciado en Psicopedagogia - 4 1/2 años","Psicologia","Psicopedagogia"
"Licenciado en Psicopedagogia - 4a","Psicologia","Psicopedagogia"
"Licenciado en Psicopedagogia - Ciclo de Licenciatura","Psicologia","Psicopedagogia"
"Licenciado en Psicopedagogia - Ciclo de Licenciatura - MD","Psicologia","Psicopedagogia"
"Licenciado en Psicopedagogia Especializado en Reeducacion","Psicologia","Psicopedagogia"
"Magister de la Universidad de Buenos Aires en Didactica","Psicologia","Psicopedagogia"
"Magister en Evaluacion","Psicologia","Psicopedagogia"
"Magister en Pedagogia","Psicologia","Psicopedagogia"
"Magister en Procesos Cognitivos y Aprendizaje","Psicologia","Psicopedagogia"
"Magister en Procesos Educativos Mediados por Tecnologias - MD","Psicologia","Psicopedagogia"
"Magister en Psicologia del Aprendizaje","Psicologia","Psicopedagogia"
"Psicopedagogo","Psicologia","Psicopedagogia"
"Psicopedagogo - 4 años","Psicologia","Psicopedagogia"
"Tecnico en Orientacion Psicopedagogica","Psicologia","Psicopedagogia"
"Diseñador Publicitarío Universitarío","Economicas","Publicidad"
"Licenciado en Comunicacion Publicitaria e Institucional","Sociales","Publicidad"
"Licenciado en Publicidad","Economicas","Publicidad"
"Licenciado en Publicidad - 4 años","Economicas","Publicidad"
"Licenciado en Publicidad - Ciclo de Licenciatura","Economicas","Publicidad"
"Licenciado en Publicidad - MD","Economicas","Publicidad"
"Tecnico Creativo Publicitarío","Economicas","Publicidad"
"Tecnico en Publicidad","Economicas","Publicidad"
"Tecnico Publicitarío","Economicas","Publicidad"
"Tecnico Universitarío en Comunicacion Publicitaria","Sociales","Publicidad"
"Tecnico Universitarío en Publicidad","Economicas","Publicidad"
"Tecnico Universitarío en Publicidad y Propaganda","Economicas","Publicidad"
"Analista Quimico","Exactas","Quimica"
"Analista Quimico Universitarío","Exactas","Quimica"
"Bachiller Universitarío -titulo intermedio de la carrera de Licenciatura en Quimica (Plan 1997)-","Exactas","Quimica"
"Bachiller Universitarío -titulo intermedio de la carrera de Licenciatura en Quimica-","Exactas","Quimica"
"Bachiller Universitarío con mencion en Quimica","Exactas","Quimica"
"Bachiller Universitarío con mencion en Quimica -titulo intermedio de la carrera de Licenciatura en Ciencia y Tecnologia de los Ali","Exactas","Quimica"
"Bachiller Universitarío con mencion en Quimica -titulo intermedio de la carrera de Licenciatura en Quimica (Plan 1997)-","Exactas","Quimica"
"Bachiller Universitarío con mencion en Quimica -titulo intermedio de la carrera de Licenciatura en Quimica-","Exactas","Quimica"
"CBC - Licenciado en Quimica","Exactas","Quimica"
"Ciclo Basico - Ciencias Quimicas","Exactas","Quimica"
"Convenio 1er TCUNT - Licenciado en: Ciencias Quimicas, Bioquimica, Farmacia y Biotecnologia","Exactas","Quimica"
"Doctor de la Facultad de Ciencias Exactas, area Quimica","Exactas","Quimica"
"Doctor de la U.N.T. (Area Quimica Fisica)","Exactas","Quimica"
"Doctor de la Universidad de Buenos Aires, area  Quimica Bioorganica","Exactas","Quimica"
"Doctor de la Universidad de Buenos Aires, area Ciencias Quimicas","Exactas","Quimica"
"Doctor de la Universidad de Buenos Aires, area Quimica Analitica","Exactas","Quimica"
"Doctor de la Universidad de Buenos Aires, area Quimica Biologica","Exactas","Quimica"
"Doctor de la Universidad de Buenos Aires, area Quimica Industrial","Exactas","Quimica"
"Doctor de la Universidad de Buenos Aires, area Quimica Inorganica","Exactas","Quimica"
"Doctor de la Universidad de Buenos Aires, area Quimica Inorganica, Quimica Analitica y Quimica Fisica","Exactas","Quimica"
"Doctor de la Universidad de Buenos Aires, area Quimica Medicinal","Exactas","Quimica"
"Doctor de la Universidad de Buenos Aires, area Quimica Organica","Exactas","Quimica"
"Doctor de la Universidad de Buenos Aires, area Toxicologia","Salud","Quimica"
"Doctor de la Universidad de Buenos Aires, areas Quimica Biologica y Quimica Organica","Exactas","Quimica"
"Doctor de la Universidad Nacional del Nordeste en Quimica","Exactas","Quimica"
"Doctor en Ciencia y Tecnologia (Mencion Quimica)","Exactas","Quimica"
"Doctor en Ciencias - area Quimica","Exactas","Quimica"
"Doctor en Ciencias con Mencion en Quimica","Exactas","Quimica"
"Doctor en Ciencias Quimicas","Exactas","Quimica"
"Doctor en Ingenieria Quimica, Mencion Procesos Limpios","Exactas","Quimica"
"Doctor en Quimica","Exactas","Quimica"
"Doctor en Tecnologia Quimica","Exactas","Quimica"
"Especialista en Ciencias Quimicas con mencion en Diagnostico Ambiental","Exactas","Quimica"
"Especialista en Ciencias Quimicas y Ambiente","Exactas","Quimica"
"Especialista en Quimica Ambiental","Exactas","Quimica"
"Licenciado en Analisis Quimicos y Bromatologicos","Exactas","Quimica"
"Licenciado en Ciencias Basicas con orientacion en Quimica","Exactas","Quimica"
"Licenciado en Ciencias Quimicas","Exactas","Quimica"
"Licenciado en Enseñanza de la Quimica - Ciclo de Licenciatura","Exactas","Quimica"
"Licenciado en Quimica","Exactas","Quimica"
"Licenciado en Quimica - Ciclo Licenciatura","Exactas","Quimica"
"Licenciado en Quimica Farmaceutica","Exactas","Quimica"
"Licenciado en Quimica Industrial","Exactas","Quimica"
"Licenciado en Quimica orientacion Agricola","Exactas","Quimica"
"Licenciado en Quimica y Tecnologia Ambiental","Exactas","Quimica"
"Magister en Ciencias Quimicas","Exactas","Quimica"
"Magister en Ciencias Quimicas-Farmaceuticas","Exactas","Quimica"
"Magister en Plantas Medicinales","Exactas","Quimica"
"Magister en Quimica","Exactas","Quimica"
"Magister en Quimica Analitica","Exactas","Quimica"
"Magister en Quimica Industrial","Exactas","Quimica"
"Magister en Radioquimica","Exactas","Quimica"
"Magister en Tecnologia Quimica","Exactas","Quimica"
"Quimico","Exactas","Quimica"
"Quimico (Ciclo Basico)","Exactas","Quimica"
"Quimico Analista","Exactas","Quimica"
"Quimico Industrial Superíor","Exactas","Quimica"
"Tecnico en Quimica","Exactas","Quimica"
"Tecnico Quimico Laboratorista","Exactas","Quimica"
"Tecnico Quimico Universitarío","Exactas","Quimica"
"Tecnico Superíor en Quimica","Exactas","Quimica"
"Tecnico Universitarío en Beneficio de Minerales","Exactas","Quimica"
"Tecnico Universitarío en Cosmetologia, Cosmiatria y Estetica","Exactas","Quimica"
"Tecnico Universitarío en Plasticos y Elastomeros","Exactas","Quimica"
"Tecnico Universitarío en Produccion de Esencias de Plantas Aromaticas","Exactas","Quimica"
"Tecnico Universitarío en Quimica","Exactas","Quimica"
"Especialista en Cuidados Intensivos Pediatricos","Salud","Quirofano"
"Licenciado en Organizacion y Asistencia de Quirofanos","Salud","Quirofano"
"Licenciado en Organizacion y Asistencia de Quirofanos - Ciclo de Licenciatura","Salud","Quirofano"
"Tecnico Universitarío en Emergencia Prehospitalaria, Rescate y Trauma - MD","Salud","Quirofano"
"Tecnico Universitarío en Quirofano","Salud","Quirofano"
"Especialista en Diagnostico por Imagenes","Salud","Radiologia y Diagnostico por Imagenes"
"Especialista en Diagnostico por Imagenes - Orientacion Ecodiagnostico y Ecodoppler","Salud","Radiologia y Diagnostico por Imagenes"
"Especialista en Diagnostico por Imagenes - Orientacion Pediatria","Salud","Radiologia y Diagnostico por Imagenes"
"Especialista en Electrofisiologia Cardiaca","Salud","Radiologia y Diagnostico por Imagenes"
"Especialista en Radiologia y Diagnostico por Imagenes","Salud","Radiologia y Diagnostico por Imagenes"
"Especialista en Radiologia y Medicina por Imagenes","Salud","Radiologia y Diagnostico por Imagenes"
"Especialista en Radioterapia Oncologica","Salud","Radiologia y Diagnostico por Imagenes"
"Licenciado en Bioimagenes - Ciclo de Licenciatura","Salud","Radiologia y Diagnostico por Imagenes"
"Licenciado en Diagnostico por Imagenes","Salud","Radiologia y Diagnostico por Imagenes"
"Licenciado en Diagnostico por Imagenes con Orientaciones Alternativas en: Medicina Nuclear y Resonancia Magnetica - Ciclo de Licen","Salud","Radiologia y Diagnostico por Imagenes"
"Licenciado en Produccion de Bioimagenes","Salud","Radiologia y Diagnostico por Imagenes"
"Licenciado en Produccion de Bioimagenes - Ciclo de Licenciatura","Salud","Radiologia y Diagnostico por Imagenes"
"Licenciado en Tecnologia para Diagnostico por Imagenes","Salud","Radiologia y Diagnostico por Imagenes"
"Licenciado en Tecnologia para Diagnostico por Imagenes - Ciclo de Licenciatura","Salud","Radiologia y Diagnostico por Imagenes"
"Magister en Ecodoppler Vascular","Salud","Radiologia y Diagnostico por Imagenes"
"Magister en Ultrasonido en Cardiologia","Salud","Radiologia y Diagnostico por Imagenes"
"Medico Especialista en Diagnostico por Imagenes Pediatrico","Salud","Radiologia y Diagnostico por Imagenes"
"Tecnico en Diagnostico por Imagen","Salud","Radiologia y Diagnostico por Imagenes"
"Tecnico en Diagnostico por Imagenes y Radioterapia","Salud","Radiologia y Diagnostico por Imagenes"
"Tecnico en Produccion de Bioimagenes","Salud","Radiologia y Diagnostico por Imagenes"
"Tecnico en Radiologia y Terapia Radiante","Salud","Radiologia y Diagnostico por Imagenes"
"Tecnico Universitarío en Bioimagenes","Salud","Radiologia y Diagnostico por Imagenes"
"Tecnico Universitarío en Diagnostico por Imagenes","Salud","Radiologia y Diagnostico por Imagenes"
"Tecnico Universitarío en Radiologia","Salud","Radiologia y Diagnostico por Imagenes"
"Tecnico/a Radiologo/a Universitarío/a","Arte","Radiologia y Diagnostico por Imagenes"
"Especialista en Teledeteccion y Sistemas de Informacion Geografica","Naturales","Redes y Telecomunicaciones"
"Especialista en Teledeteccion y Sistemas de Informacion Geografica Aplicados al Estudio del Medio Ambiente","Naturales","Redes y Telecomunicaciones"
"Magister en Geomatica","Tecnologia","Redes y Telecomunicaciones"
"Magister en Ordenamiento del Territorío con orientacion en Planificacion Estrategica","Tecnologia","Redes y Telecomunicaciones"
"Magister en Teledeteccion y Sistemas de Informacion Geografica","Naturales","Redes y Telecomunicaciones"
"Tecnico en Geomatica","Tecnologia","Redes y Telecomunicaciones"
"Tecnico Superíor en Telecomunicaciones","Tecnologia","Redes y Telecomunicaciones"
"Tecnico Universitarío en Programacion y Administracion de Redes","Economicas","Redes y Telecomunicaciones"
"Tecnico Universitarío en Redes y Telecomunicaciones","Economicas","Redes y Telecomunicaciones"
"Tecnico Universitarío en Telecomunicaciones","Tecnologia","Redes y Telecomunicaciones"
"Tecnico Universitarío en Teledeteccion y Ecoinformatica","Tecnologia","Redes y Telecomunicaciones"
"Analista Universitarío en Recursos Humanos","Economicas","Relaciones Institucionales y Humanas"
"Analista Universitarío en Relaciones Publicas e Institucionales - MD","Economicas","Relaciones Institucionales y Humanas"
"Especialista en Medios Alternativos de Resolucion de Conflictos","Sociales","Relaciones Institucionales y Humanas"
"Licenciado en Gestion de Capital Humano - Ciclo de Complementacion Curricular - MD","Economicas","Relaciones Institucionales y Humanas"
"Licenciado en Gestion de Recursos Humanos","Economicas","Relaciones Institucionales y Humanas"
"Licenciado en Recursos Humanos","Economicas","Relaciones Institucionales y Humanas"
"Licenciado en Recursos Humanos- Ciclo de Licenciatura","Economicas","Relaciones Institucionales y Humanas"
"Licenciado en Relaciones Humanas","Economicas","Relaciones Institucionales y Humanas"
"Magister en Sistemas de Resolucion de Conflictos","Sociales","Relaciones Institucionales y Humanas"
"Magister en Teoria y Politicas de la Recreacion","Sociales","Relaciones Institucionales y Humanas"
"Tecnico Universitarío en Protocolo,Ceremonial y Organizacion de Eventos","Economicas","Relaciones Institucionales y Humanas"
"Analista Universitarío en Seguridad Maritima","Sociales","Relaciones Internacionales"
"Bachiller Universitarío","Otros","Relaciones Internacionales"
"Bachiller Universitarío con mencion en Relaciones Internacionales","Sociales","Relaciones Internacionales"
"Bachiller Universitarío en Relaciones Internacionales","Sociales","Relaciones Internacionales"
"Doctor en Ciencias Politicas con especialidad en Ciencia Politica y Relaciones Internacionales","Sociales","Relaciones Internacionales"
"Doctor en Estudios Internacionales","Sociales","Relaciones Internacionales"
"Doctor en Relaciones Internacionales","Sociales","Relaciones Internacionales"
"Especialista en Asia Pacifico","Sociales","Relaciones Internacionales"
